car_id,charge_type,start_soc,end_soc,soc_quan,start_time,end_time,duration,duration_hour,lines,b_modul_1_temp_avg,b_modul_2_temp_avg,b_modul_3_temp_avg,b_modul_4_temp_avg,b_pack_current_avg,b_pack_volt_avg,source_path,car_type,fast_pack_current_ref,fast_modul_temp_ref,slow_pack_current_ref,slow_modul_temp_ref,fast_slope_1,fast_slope_2,fast_slope_3,slow_slope_1,slow_slope_2,slow_slope_3
M2211120390,slow,45.0,87.5,42.5,2023-08-26 19:55:02,2023-08-27 07:36:22,42080.0,11.688888888888888,4458,31.510094212651413,33.28532974427995,30.34163301929116,31.178555406011665,-4.0473530731269625,749.3431135038134,GV60/M2211120390.csv#segment_65,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,,,,3.6359315589353614,5.239538075644803,5.035119054630564
M2211120390,slow,43.5,72.0,28.5,2023-09-06 00:25:05,2023-09-06 07:44:41,26376.0,7.326666666666667,2843,32.71684839957791,34.79071403447063,30.952163207879,32.59655293703834,-4.409039746746394,732.3665845937389,GV60/M2211120390.csv#segment_75,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,,,,3.889899909008189,5.145680366675809,4.88393829385206
M2211120390,slow,41.0,69.0,28.0,2023-09-07 23:13:13,2023-09-08 06:31:44,26311.0,7.308611111111111,2868,30.786610878661087,32.64470013947001,29.54602510460251,30.503138075313807,-4.278661087866109,729.835320781032,GV60/M2211120390.csv#segment_89,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,,,,3.8310972597012656,5.222322443379707,5.055590099565812
M2211120390,slow,39.0,69.0,30.0,2023-09-11 19:28:15,2023-09-12 03:30:05,28910.0,8.030555555555555,3132,31.798212005108557,34.26309067688378,30.6455938697318,31.560983397190295,-4.270689655172413,725.3818007662835,GV60/M2211120390.csv#segment_92,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,,,,3.735731580767901,5.101830711670498,4.877883955967197
M2211120390,slow,51.0,83.0,32.0,2023-09-18 23:16:24,2023-09-19 07:30:01,29617.0,8.226944444444445,3101,31.0,33.51821992905514,30.0,31.42341180264431,-4.420799742018704,747.8907126733311,GV60/M2211120390.csv#segment_99,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,,,,3.889657966708309,5.131672882008865,4.93626005537744
M2211120390,slow,60.5,78.5,18.0,2023-09-20 22:53:29,2023-09-21 02:21:01,12452.0,3.4588888888888887,1369,29.0,32.0,28.0,29.5054784514244,-5.567932797662527,754.3888970051132,GV60/M2211120390.csv#segment_110,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,,,,5.203983295856088,5.451177227792398,5.344937228722954
M2211120390,slow,23.5,65.0,41.5,2023-09-24 20:14:02,2023-09-25 06:38:43,37481.0,10.411388888888888,4108,27.244947650353055,29.244217190163138,26.008035062089117,26.9281714146579,-4.5564995131450825,710.6973831548198,GV60/M2211120390.csv#segment_120,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,,,,3.9860195832555165,5.102188421394059,5.118571037315533
M2211120390,slow,51.0,66.5,15.5,2023-10-09 21:10:24,2023-10-10 01:01:48,13884.0,3.8566666666666665,1542,25.761997405966277,27.64980544747082,24.405317769131,25.03696498054475,-4.412451361867703,733.6492217898832,GV60/M2211120390.csv#segment_125,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,,,,4.0190146931719966,5.312366822546997,5.416697000783774
M2211120390,slow,67.0,87.5,20.5,2023-10-10 01:11:51,2023-10-10 06:33:25,19294.0,5.359444444444445,2143,26.629024731684556,28.66868875408306,25.23658422771815,26.197386840877275,-4.113065795613625,766.045870275315,GV60/M2211120390.csv#segment_126,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,,,,3.825023323312947,5.423964317547859,5.477906275850301
M2211120390,slow,56.5,87.5,31.0,2023-10-12 21:57:42,2023-10-13 07:14:22,33400.0,9.27777777777778,3668,23.938113413304254,25.833969465648856,22.79362050163577,23.888495092693567,-3.877017448200654,756.4075790621592,GV60/M2211120390.csv#segment_134,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,,,,3.34131736526946,5.026530999666765,5.205670693191639
M2211120390,slow,66.5,94.5,28.0,2023-10-16 18:49:15,2023-10-17 07:29:36,45621.0,12.6725,4915,26.34262461851475,28.240895218718208,24.950762970498474,25.659003051881992,-2.5092370295015263,769.3904374364191,GV60/M2211120390.csv#segment_145,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,,,,2.209508778851845,5.135732991655629,5.206560468102861
M2211120390,slow,63.0,87.5,24.5,2023-10-19 23:43:15,2023-10-20 03:54:54,15099.0,4.194166666666667,1675,25.17194029850746,27.5044776119403,23.697910447761195,24.77791044776119,-6.383940298507462,762.5388059701493,GV60/M2211120390.csv#segment_153,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,,,,5.84144645340751,5.336788307164294,5.464304091943214
M2211121225,slow,75.5,97.0,21.5,2023-07-22 21:55:55,2023-07-23 02:55:45,17990.0,4.997222222222222,1707,29.93321616871705,33.86701816051553,29.439367311072058,31.786174575278267,-4.604452255418864,783.2546572934973,GV60/M2211121225.csv#segment_12,GV60,-74.32427246062682,31.345688934062743,-5.832414661412422,27.677432812053024,,,,4.302390216787105,5.449795629865588,5.254746831615247
